index,length,mean,var,entropy,lumpiness,stability,flat_spots,hurst,std1st_der,crossing_points,binarize_mean,unitroot_kpss,heterogeneity,histogram_mode,linearity,trend_strength,seasonality_strength,spikiness,peak,trough,level_shift_idx,level_shift_size,y_acf1,y_acf5,diff1y_acf1,diff1y_acf5,diff2y_acf1,diff2y_acf5,y_pacf5,diff1y_pacf5,diff2y_pacf5,seas_acf1,seas_pacf1,firstmin_ac,firstzero_ac,holt_alpha,holt_beta,hw_alpha,hw_beta,hw_gamma,month,zone
3,8827,10.822508213436029,990.1587769421271,0.9339082431903397,166959499.9891935,197.52057314840087,10,0.045057843598312254,20.71967747243522,919,0.46697632264642575,2.255671438146512,2947.063599856236,-149.6170000000002,0.00019341301553352135,0.5160994383863386,0.32050062125112144,1.5276517009301511,0,4,8433,74.067,0.40332649222412825,0.38247504312675407,-0.2733366674477778,0.339007759949894,-0.4536465707737359,0.41074590611757694,0.2979479987664499,0.36435383169200963,0.9456709138432824,0.057546505785746827,-0.09723010569851294,2,417,0.24053306287907947,0.011466554382373774,,,,Apr,CENTRL
4,9157,17.818080157256723,133.0389436987182,0.6951057890378364,24727.622233136313,86.64316448300399,9,0.1300160995481571,4.375111894042114,723,0.5808670962105493,1.7146328750133404,891.5990233263166,-11.207999999999998,0.03904356152134489,0.8339286410852735,0.3432113035112915,0.0007734733718747777,1,6,7324,10.2455,0.7696247315115428,2.3885779338618867,-0.3754546876841645,0.14689122118718298,-0.6260714547983838,0.41473376725743494,0.7367572396617486,0.24298689925963773,0.8331274681511891,0.6128290064409962,0.06984143454135708,72,364,0.36210286857933854,0.0,,,,May,CENTRL
5,8813,29.61509588108486,859.5046753482327,0.7675913850060802,43623180.1876153,443.5559546254195,6,0.05283801964213818,13.96544715361663,519,0.3568591852944514,8.408647590140411,7.678176157277962,-109.86799999999994,0.04083462074241971,0.7159246196863074,0.34442881235187306,1.9566321554781412,2,4,3554,85.6515,0.5708473018488636,1.4082297288221153,-0.4712300834225334,0.22221242623588597,-0.6574467095405006,0.4563059144620069,0.516724004035179,0.38825568842180336,0.9854495771493432,0.476292025647568,0.07857421591973669,98,410,0.17009035015557927,0.010030994534618308,,,,June,CENTRL
6,7306,29.40969614015887,395.2402264611878,0.8233397405604312,3956501.841452831,167.14744006672126,8,0.06026969795213163,9.983393039077686,494,0.46208595674787845,0.9372542726340872,53.30123434254476,3.8509999999999422,0.004662561309359927,0.6692651266184022,0.3152810009413899,0.23170833219313136,0,2,1995,44.880999999999986,0.5419367147479696,1.0566027140751895,-0.44943265895826157,0.20747130375369566,-0.6603600890530049,0.4785569433446185,0.4155175878764634,0.32652852417513,0.944894140392716,0.32911804605199196,0.002587878410119842,11,117,0.2582343204263725,0.012866178017721167,,,,July,CENTRL
0,9094,37.13706289861429,2510.704002490653,0.8261798668634116,609906973.1178135,874.213677399914,9,0.04889256062850493,25.464413882314105,654,0.2261930943479217,9.293183616513561,4249.3305230160495,-11.05,0.05414575068773138,0.6847250935706353,0.31969164433905983,5.336901802966941,1,4,8419,121.93800000000005,0.7195491572265951,1.0153577111471759,-0.07916069960925229,0.06401340371400083,-0.45843264398077505,0.21578478046981106,0.5348916364591765,0.11757107355785609,0.5473919478636337,0.25291038369957086,-0.010512153309352762,5,832,0.8641972425220542,0.021286067249790926,,,,Jan,DUNWOD
1,8236,52.312328800388435,1310.9494640764467,0.764416329734149,9948455.383313986,626.5792508408018,10,0.08128218989397551,16.064535805449363,699,0.45143273433705683,15.845666474973354,2132.001600804499,-11.3,0.015036100872533232,0.7669788731899894,0.33878595528666744,0.13812213478057064,0,4,1983,31.047499999999985,0.7379987708576812,1.5525349885102717,-0.2491533032815626,0.07573071377476745,-0.5743203625932017,0.33655139001111384,0.5769442191976404,0.13192559986005192,0.6637561131483479,0.3971846589599819,0.06357978013963375,16,1422,0.6912702537674682,0.02556993654070384,,,,Feb,DUNWOD
2,9100,29.19425054945048,1207.0639796031671,0.8113790389472207,17242940.947898068,485.76957608787586,12,0.08995786901791246,16.060578004587065,618,0.28824175824175824,1.6449766397403884,2333.3235341601967,-11.37,0.055337798003118145,0.7513562613032181,0.352970003090167,0.12392570266697225,3,0,4514,37.18399999999994,0.7251951584843227,1.3092206488829572,-0.22234984793255386,0.07547266759170644,-0.5547026564160176,0.32437597448938166,0.5468488946629427,0.11870309556522478,0.6327463403169078,0.30632556328830096,0.06069823984579287,8,958,0.6885714285714285,9.999999999999999e-05,,,,Mar,DUNWOD
3,8827,25.389885578339225,412.3596068861914,0.8663734548558972,3181417.493226289,129.61542003983095,10,0.047348127600100424,11.328175979822616,698,0.2914920131414977,1.4502809136351889,370.8811668286122,-12.72,0.0037225942928573027,0.639228658215216,0.36601483253679334,0.08267521832488545,0,2,7873,40.36550000000002,0.5752327701187856,0.7253665897964537,-0.2673259096545264,0.10788112051720128,-0.5327063710897667,0.2991825644572435,0.3613270060988398,0.2012418806853075,0.7317482660470649,0.23448213564546946,0.06417500720867089,11,344,0.399775066427144,0.00010540394171900638,,,,Apr,DUNWOD
4,9157,28.068569400458745,328.06323831594955,0.7607193482605312,688139.9948619311,175.7101223171907,12,0.13090043855181185,7.516233846814678,519,0.33242328273452004,3.5375677318481507,4073.081343998239,-11.33,0.030768954037535615,0.7973718413505599,0.3407679987404211,0.00679144070730279,3,6,7602,15.47750000000002,0.7046990108847482,1.9799361413212155,-0.41680395097621586,0.1777536297138011,-0.632205607899131,0.4135910644374387,0.6493341391225717,0.2760157224563362,0.894697495571353,0.5241839937762952,0.05742989408137357,9,402,0.35856772282633176,9.999743574240632e-05,,,,May,DUNWOD
5,8813,38.83822307954162,1190.1281579227807,0.6488196105726334,7166320.151152615,835.3030466801287,7,0.1901622005485216,10.64946359026217,309,0.2952456598207194,11.928101764735278,2969.321310552853,-4.44,0.033298440928990536,0.8962323696815012,0.3348782741616111,0.06595868420892238,2,4,2219,41.23300000000003,0.8575458201999022,3.035671958989565,-0.33096983227367466,0.11800778615858239,-0.6021044149122043,0.3731597613127598,0.8415743177102161,0.16114532790134978,0.7801178668790866,0.6617615010288073,0.02267924528580365,8,419,0.5471820950178776,0.00012443556329610927,,,,June,DUNWOD
6,7306,42.001947714207596,2109.8253150539426,0.7097133552826425,23976349.72638086,1530.048450994672,8,0.29972110462836166,14.152502674533512,295,0.31001916233232957,1.658773398675322,5133.89957279025,-40.01,1.0971393277049066e-06,0.9046206934293325,0.3220640820137275,0.21462565458365207,2,3,1970,62.68999999999994,0.893079583500192,3.2096283477055274,-0.11207457866083646,0.10074216481611717,-0.4652217811199571,0.2289470746120917,0.8906119696012933,0.13097479618439026,0.6969440325650185,0.6725410676726481,-0.11918917938479184,120,96,0.782769705772333,0.00021757361778420838,,,,July,DUNWOD
0,9094,22.227369694303803,1653.8140984916538,0.8960082635509656,382642565.49957806,368.42058849528235,5,0.06104634831326059,22.009074281151364,709,0.34209368814603036,1.2477567503672464,4327.2522690747965,-209.714,4.335618625277245e-05,0.6453664101888714,0.3389539073315181,2.8800505458026304,0,6,8419,108.05600000000004,0.6947453578826394,0.7527845310147427,-0.040489335056356,0.06439068439754544,-0.43338626720650125,0.19805581440542042,0.5019189458398321,0.10370410409388602,0.500653727624964,0.11466476450646508,-0.0038283590568969844,5,57,0.9147392974523112,0.019666540282994693,,,,Jan,GENESE
1,8236,29.723205439533654,2623.2755039067915,0.8107341449213266,237567310.9677621,890.276206578544,6,0.12462078844858365,21.838641199894305,502,0.3795531811559009,9.517498011534654,3906.3982996554496,-167.83400000000006,0.0004048836336790388,0.7858911865969499,0.30232032933589204,1.13883424479579,6,1,2660,68.67499999999998,0.7353498133030185,1.6300514323791309,-0.3129353737023708,0.10057169488235859,-0.6046412209185776,0.3736041518546087,0.5917239703001924,0.1266337969019056,0.7502221136267349,0.27584906317620916,0.01809524170073918,9,954,0.5942857142857142,0.018008658008658005,,,,Feb,GENESE
2,9100,15.08029010989021,861.0979743553834,0.8083944875836762,10378196.176740214,368.06649826483607,11,0.10907341863017574,12.809898191066099,593,0.39483516483516484,2.0989339956913224,2511.7790287266894,-30.62,0.014771011243976215,0.7724952904787907,0.3358527556613763,0.06332883041066088,1,3,1976,34.1215,0.7386102608835736,1.4750790491336523,-0.2709019952334213,0.09460096508986167,-0.5930847643061011,0.37054117186569496,0.5806505269508144,0.12736367335075846,0.6655545491922398,0.318184183745393,0.0732967378519503,8,488,0.6637674842238054,0.00011808446483972983,,,,Mar,GENESE
3,8827,9.919806276198017,1073.7386563462976,0.9362607858784361,213681003.010621,209.12083911707828,11,0.045157208578152336,21.63992637290959,905,0.4855556814319701,2.1337663681199586,2941.1410927057436,-23.04399999999987,0.0003346679069593149,0.5150287753382174,0.31759994206689623,1.9545521700025994,0,4,8432,78.63000000000017,0.39793093839469235,0.3845304679083477,-0.2756059317589763,0.35262818099568605,-0.45237311689879894,0.419871832035024,0.301862939508726,0.37334169200564665,0.9627966395715573,0.048098593097040475,-0.11258515085707815,2,362,0.26445041397538627,0.012076983253017442,,,,Apr,GENESE
4,9157,16.712690837610584,134.06108573744197,0.7125519921122191,34509.00866671443,84.78023944902394,12,0.1229332808741771,4.530179794798668,710,0.5711477558152234,1.9532639046777756,847.1764714988299,13.056000000000012,0.04167222519719377,0.8251461691916337,0.34793976780480385,0.000833963606438058,1,6,7324,10.274000000000001,0.7658722744595879,2.2634929798972663,-0.34615238823723343,0.12861051145344804,-0.6107541711082899,0.39122479397166426,0.7078967343209207,0.22225452870849077,0.7972037567082717,0.5911374747063283,0.07606215734270609,62,369,0.40572593576037763,0.00010000091108959937,,,,May,GENESE
5,8813,28.85688982185409,851.8761892488328,0.783665393295935,50922794.349632174,419.4924361651734,5,0.047735369031081026,14.361407856553008,531,0.3613979348689436,7.739476134150434,4.235343041298465,-124.6719999999998,0.03896105462037172,0.6936557814081716,0.34560489343541934,2.286208751252135,2,4,3554,89.05299999999997,0.538270064919203,1.261209316424168,-0.47562061999291655,0.22635009731848127,-0.6586716357239997,0.45839509116736604,0.4770779223301554,0.40279342553185177,0.9953158483972582,0.4536713988455729,0.08190445540663893,98,407,0.1700028959629359,0.00010000135459046228,,,,June,GENESE
6,7306,28.85897070900628,354.25611681627936,0.8260365334842974,3456288.341208587,148.14850263627758,8,0.060248270807313466,9.49493750645533,474,0.46400218998083764,0.8017902521337912,48.02256840014829,0.3219999999999459,0.008751638333855793,0.6622620418671155,0.3133671321856103,0.207390513843893,0,2,1995,43.682,0.5298515446720137,1.028542234092375,-0.45865607143054277,0.21572120513514625,-0.6658434364669026,0.4885682712927799,0.4075406214585492,0.3392487179524215,0.9582252594297263,0.32574518101477046,-0.0029498068940614765,11,111,0.28785863578448345,0.012695837374558872,,,,July,GENESE
0,9094,19.477168462722688,1758.7503514391817,0.8980913643546738,429285560.64480114,382.8194728367461,63,0.05829533891223081,22.881343219555053,763,0.4413899274246756,0.5037979003236168,4320.400034859654,6.519999999999982,0.0020341037079466442,0.64044143468387,0.34030487259060327,3.2108735890793274,4,6,8419,111.06549999999999,0.6883260685503974,0.7293414969663536,-0.044904349958853125,0.06424571403080026,-0.43394035074825704,0.19897751041369466,0.49272261311406385,0.10403900754646149,0.5035346714088702,0.10650061975921127,0.002074840412330471,5,55,0.9242857142857143,0.02254355400696864,,,,Jan,H Q
1,8236,23.57705682370085,3138.848564309958,0.815366311276237,369152736.5473811,1049.3190430639995,184,0.12886704385365022,23.830783058540124,590,0.38987372510927637,8.68937978635482,3869.187518895997,-24.364000000000033,0.0005433226261779259,0.7868100835773523,0.2995345562314301,1.9247049765192374,6,0,2660,76.26350000000002,0.7345049589974036,1.6407935511516962,-0.31843397383000904,0.10382421291406335,-0.6071897871745017,0.37723559677857815,0.5938350253565484,0.12997419722921938,0.7597901423164272,0.2732201821283014,0.01144679654276143,9,955,0.599425698975922,0.017934918482231707,,,,Feb,H Q
2,9100,12.14242637362638,883.1456510797476,0.8126705992132582,10359457.84659368,373.663079477782,58,0.09974525837011908,13.23445689983211,665,0.4238461538461539,3.2379198301230008,2502.7138840303824,-8.829999999999984,0.008237131942291125,0.7610373773715291,0.3378712538420332,0.06961890003582998,0,3,4494,33.67600000000003,0.7261701667553028,1.4009424737096345,-0.2756771275841321,0.0911198616465366,-0.598550990048434,0.37046546069661734,0.5573718419093475,0.13187278960115437,0.6704669876147187,0.3165263146691334,0.05864769081774597,8,495,0.6414285714285713,0.0001,,,,Mar,H Q
3,8827,7.213730599297623,1370.653459641029,0.9378419551125002,375334743.58689624,263.4739032873742,12,0.04579722521641482,24.457355198002645,1004,0.502322419848193,1.9254690383403952,2963.363486250307,-125.17599999999993,0.00047327273230372873,0.5170976019467329,0.31377343018441517,3.4084977562412555,1,4,8433,90.75950000000005,0.3984659336166947,0.3950434497854721,-0.2744974852502755,0.36602886963152825,-0.4489737850478775,0.43004793998125684,0.3107130267410201,0.379798635676718,0.9764907743026231,0.0402057177175385,-0.13033243616751794,2,359,0.2642857142857143,0.012012987012987014,,,,Apr,H Q
4,9157,12.915343453095948,289.9494063170098,0.8087916673226015,496115.2364311606,135.5569672855514,24,0.11946872303828159,7.607491588865982,825,0.5728950529649448,0.9904091105291779,3049.458379821131,-10.370000000000005,0.01979393548046433,0.767367710186815,0.3460608404582737,0.003483796356711321,0,6,6901,13.594999999999999,0.7480270819630357,1.5397087194624275,-0.20782853302708348,0.06436214873328211,-0.5490925304477674,0.30438199797406734,0.5853021573790764,0.12096191993507273,0.6316441833103489,0.3964456371164895,0.056970803786174,7,398,0.6650176668227541,9.999738284630319e-05,,,,May,H Q
5,8813,22.91835016452976,2156.7761452866857,0.8755686342111718,214772836.11833423,642.2686850930472,90,0.06747076190904099,24.18833217701662,677,0.4585271757630773,2.9441081974510266,591.0518039840248,-175.86199999999985,0.019111889894112458,0.6487668254478722,0.37316824368465884,4.243187254465033,2,4,3554,99.20199999999997,0.529000753150711,0.7395723144679303,-0.42400758725318805,0.2009921665230362,-0.6646610509241666,0.5084503691873798,0.34868377846482135,0.24655548602493946,0.8276023499255781,0.25631356223276686,0.17130013063644667,6,691,0.35858231172567595,0.00010938138919762388,,,,June,H Q
6,7306,26.663294552422627,400.8289643033287,0.8463335080740918,3272808.87937593,156.82881649871888,62,0.07824790899040365,10.086886572981523,562,0.5054749520941691,0.8512940821478072,43.30537299579102,2.923999999999978,0.003324268104265098,0.664123970663674,0.3261260538704601,0.20022302453964533,0,2,1995,43.32549999999998,0.5469075430490331,0.9853513432017761,-0.4406768279822534,0.20158397767527786,-0.6665319195127672,0.49236705437010814,0.40240298976970745,0.30549569083766703,0.902112325058495,0.317532525258476,0.01022810042909173,5,98,0.4031088542194867,0.06086621750773149,,,,July,H Q
0,9094,36.5107818341763,2430.362777253261,0.8324035623611034,580008549.6684355,834.841724645138,6,0.05023424873127417,25.111994522617955,676,0.22850230921486694,8.606818122502734,4248.369796367266,-183.85,0.05054836957704521,0.6824113079225327,0.3187825915622716,5.082668446262319,1,4,8419,120.47299999999996,0.719026104208067,1.0030126667610773,-0.07659241596138999,0.06415009393308617,-0.4574851541691066,0.21489894272409218,0.5342070618212879,0.11707842815052055,0.5452335934258247,0.24756824706223196,-0.012336387298244714,5,832,0.8771428571428571,0.02192857142857143,,,,Jan,HUD VL
1,8236,51.62287153958207,1287.3912628203125,0.7695485375044249,9832592.512784002,602.2385112944031,10,0.08198140927422112,15.999160669553314,716,0.4500971345313259,15.12730003657399,2123.7913691490508,-11.18,0.016403953012885795,0.7640263002619063,0.3358569993273641,0.1336900340202552,0,4,1983,31.10950000000001,0.7362639395755775,1.5258544596539707,-0.2466095126858917,0.07427714905044668,-0.572694259008788,0.33406209642583357,0.572015188072314,0.1287836594663393,0.6611632193245479,0.38540977017886446,0.0622243147577096,8,1355,0.6816858070830377,0.019282162770539485,,,,Feb,HUD VL
2,9100,28.764261538461497,1195.0984417953293,0.8100432673381551,16862960.902435225,482.75468085730876,11,0.0897949894096446,15.964995123070661,577,0.28296703296703296,1.670924255092474,2337.5482723251002,-11.3,0.05814944656715286,0.7521046173812176,0.35325824723992616,0.12132747301446471,3,0,4514,36.81100000000001,0.7262160332817361,1.3148482305493323,-0.22098979510701233,0.07497711837315595,-0.5538270303428052,0.32327493298328047,0.5481952335056898,0.11825700343875267,0.6316298439189924,0.30820187928154796,0.06083060515826297,8,960,0.6885714285714285,9.999999999999999e-05,,,,Mar,HUD VL
3,8827,24.957069219440424,379.2587506378973,0.8631816456377442,3012575.0772906574,122.10404342499733,12,0.05084427083505059,10.71521585327419,696,0.29636343038404894,1.4043536864527386,345.81818448829677,-10.95,0.004899237124470515,0.6485367791028218,0.3657430646451363,0.07955705115636232,0,2,7873,40.34450000000001,0.5831164311343839,0.7654819049198104,-0.2737770588146463,0.10705120557468645,-0.5401514639203691,0.30516746242941,0.3708815332907048,0.19807513671659877,0.7333006357057459,0.24216150251206128,0.06465433787749908,11,344,0.4107521476190539,9.153951340705085e-05,,,,Apr,HUD VL
4,9157,27.27717156273915,206.1057427480027,0.722100121119241,131903.2829546996,119.57485341975547,13,0.10870512650831063,5.930156775099288,542,0.3557933821120454,4.950398659434258,2831.3384869882166,18.547,0.039731224895994656,0.8019058437654107,0.34633677719774425,0.002487349126113671,3,6,6472,12.769999999999996,0.7071815526367078,2.046340420707935,-0.4172337738866452,0.18081114463906264,-0.6268703576010501,0.4063162605047736,0.6670849911903061,0.2926532341795165,0.9029529982207775,0.5539679343862677,0.06950761259778504,9,404,0.31152362080611146,0.00010001503536202122,,,,May,HUD VL
5,8813,36.21434698740502,704.1584072809375,0.6433992503478587,1117790.0996454938,500.7209057159629,8,0.16658172482572708,8.425839395072757,376,0.33019403154430954,12.874047600983495,3528.8824041971343,-46.089999999999975,0.04387561961604315,0.8896828777504566,0.3092691254086267,0.01818580653144025,2,4,8751,28.793000000000006,0.8625536344866622,2.9730019211994714,-0.26630397812577306,0.08362282589259164,-0.567291369059279,0.32826704289746844,0.8183175884314378,0.1230903266685573,0.7265918713444138,0.6371391532755964,0.016227552955000585,22,423,0.6178747504942705,9.999824205351608e-05,,,,June,HUD VL
6,7306,36.06162058581985,864.485990174144,0.8374119009715737,25433546.16882182,404.47592704755283,8,0.12679150555903976,14.082687960996804,410,0.37914043252121543,0.6606360194867259,3134.247239832659,-42.93599999999992,0.00782782212628675,0.7393409346345448,0.32388351616029665,0.3948196769581482,2,3,1995,48.25349999999999,0.7188611091347672,1.4403845900675716,-0.18394370367872132,0.12070482398005644,-0.5249747299320646,0.2986000188605578,0.6015535857294575,0.19392708782354406,0.7727470956228334,0.32136075839850026,-0.14439834804907975,3,101,0.6178761355300638,9.999810373463746e-05,,,,July,HUD VL
0,9094,54.64174290741156,3935.31937880745,0.7759163564248425,683695768.3555062,1830.8972876141447,9,0.058274394341962125,29.19232467319667,625,0.2777655597096987,9.284176173852162,3047.917037289441,-4.58,0.07621083993670291,0.7422570545205507,0.31922883243178035,7.55145043389889,1,5,8439,136.079,0.7473095596542816,1.415385556038037,-0.14303574261459168,0.05934713151317696,-0.4946473379853172,0.24738668159803281,0.5803606530710854,0.11611972571733434,0.5832306359360158,0.37893925300263537,0.06090120372151301,7,1034,0.726479620098547,0.01878623137012902,,,,Jan,LONGIL
1,8236,73.74126760563435,3349.1482206612654,0.7266135612391948,17986731.682329357,1911.7205679347394,8,0.08663001359477572,24.339543779626894,677,0.39436619718309857,7.715816696593265,1950.0347437168307,-11.57,0.07265122896646427,0.7964921302468735,0.34642040524158924,0.34811081002119537,0,4,1686,32.65299999999999,0.7387466574849215,1.8944107216567199,-0.32309764464407387,0.11168081761110892,-0.5989963926783597,0.3687169537421003,0.6273180246457185,0.1913303078530539,0.7630926898571845,0.49972490526900754,0.06014678027983401,11,691,0.46904970855531763,0.013555018250899598,,,,Feb,LONGIL
2,9100,34.66876373626385,1768.7383416035311,0.8164662863518164,21653399.63444506,787.5070083166033,9,0.09747988818688912,19.50014248497582,553,0.2915384615384615,2.449774368036621,1816.3255858896844,-11.42,0.025501369960625776,0.7458744573627168,0.33780736447152737,0.22375166905248778,3,0,8642,42.49199999999996,0.6964495283732849,1.3526732818157656,-0.29172257215715913,0.1019156920824927,-0.5783044540265563,0.34599916706605194,0.525378854130344,0.15443122382027424,0.708483857427789,0.34071628485617983,0.08286204503743072,8,679,0.5707142857142856,0.0001,,,,Mar,LONGIL
3,8827,31.566336241078535,1002.2883390635651,0.8434125999791312,6673039.802275186,411.3337566833816,9,0.0767968821971846,15.969266139602498,678,0.2615837770476946,1.092962433050888,487.0370565713371,-17.07,0.0044346839195486204,0.7000771879235971,0.36108996464583654,0.1852276667624882,0,1,7873,40.427000000000014,0.5997599636059227,1.0909512900681142,-0.3631472859950237,0.14093092240081104,-0.6011381762830704,0.36860272978445047,0.43249615247184686,0.2425572699042726,0.8242647183249445,0.33692181392672715,0.0624299346028296,8,87,0.3923145918331069,0.031246813762847728,,,,Apr,LONGIL
4,9157,31.943990389865586,926.2753490434787,0.7984339832024049,16416004.963346219,426.21640265656265,13,0.10566780484373417,13.174309284093574,474,0.2988970186742383,2.274527667187814,4266.546439012122,-11.45,0.008266269935691033,0.7880705008174651,0.37147062155321153,0.061144098849566945,3,6,4955,36.922000000000025,0.7465821222251112,1.6337696724161501,-0.26054943928834223,0.10729396846707848,-0.5682420623183425,0.3669002530640442,0.6094369363659633,0.15310191686045638,0.679236549949753,0.41633571064160857,0.07021571678201952,13,396,0.617874547933742,9.999826227865234e-05,,,,May,LONGIL
